n,2n,closest_value,d(n)
45363967,90727934,90917599,189665
45363113,90726226,90915878,189652
45361279,90722558,90912203,189645
45360619,90721238,90910880,189642
45359871,90719742,90909380,189638
45357055,90714110,90903742,189632
45355611,90711222,90900847,189625
45354921,90709842,90899462,189620
45354543,90709086,90898706,189620
45354087,90708174,90897788,189614
45352807,90705614,90895225,189611
45350431,90700862,90890461,189599
45347641,90695282,90884879,189597
45346975,90693950,90883538,189588
45344495,90688990,90878566,189576
45343711,90687422,90876992,189570
45341231,90682462,90872030,189568
45337071,90674142,90863693,189551
45336815,90673630,90863174,189544
45334753,90669506,90859049,189543
45334375,90668750,90858293,189543
45333727,90667454,90856996,189542
45333375,90666750,90856280,189530
45330047,90660094,90849605,189511
45325547,90651094,90840599,189505
45325417,90650834,90840334,189500
45325271,90650542,90840040,189498
45322559,90645118,90834598,189480
45321063,90642126,90831604,189478
45320351,90640702,90830180,189478
45319839,90639678,90829156,189478
45319465,90638930,90828404,189474
45318427,90636854,90826324,189470
45317915,90635830,90825299,189469
45316961,90633922,90823390,189468
45315625,90631250,90820709,189459
45315303,90630606,90820061,189455
45313107,90626214,90815663,189449
45312681,90625362,90814810,189448
45312167,90624334,90813778,189444
45311771,90623542,90812978,189436
45309471,90618942,90808378,189436
45309375,90618750,90808175,189425
45307995,90615990,90805411,189421
45305835,90611670,90801089,189419
45305697,90611394,90800813,189419
45304575,90609150,90798568,189418
45304559,90609118,90798533,189415
45304361,90608722,90798131,189409
45300455,90600910,90790306,189396
45300039,90600078,90789473,189395
45296243,90592486,90781867,189381
45294619,90589238,90778612,189374
45293819,90587638,90777010,189372
45292775,90585550,90774922,189372
45292455,90584910,90774269,189359
45291497,90582994,90772352,189358
45287599,90575198,90764540,189342
45284047,90568094,90757426,189332
45283823,90567646,90756970,189324
45283325,90566650,90755974,189324
45281127,90562254,90751562,189308
45279711,90559422,90748726,189304
45277257,90554514,90743813,189299
45273895,90547790,90737081,189291
45270951,90541902,90731171,189269
45268991,90537982,90727238,189256
45266111,90532222,90721474,189252
45263983,90527966,90717212,189246
45261099,90522198,90711434,189236
45260543,90521086,90710320,189234
45260463,90520926,90710158,189232
45256745,90513490,90702718,189228
45256243,90512486,90701699,189213
45254783,90509566,90698776,189210
45254299,90508598,90697808,189210
45254079,90508158,90697354,189196
45249097,90498194,90687383,189189
45247105,90494210,90683383,189173
45246537,90493074,90682246,189172
45244719,90489438,90678604,189166
45243561,90487122,90676280,189158
45241569,90483138,90672286,189148
45240735,90481470,90670610,189140
45237727,90475454,90664594,189140
45237019,90474038,90663178,189140
45236639,90473278,90662417,189139
45235539,90471078,90660208,189130
45234687,90469374,90658492,189118
45233279,90466558,90655672,189114
45230751,90461502,90650605,189103
45229615,90459230,90648322,189092
45228199,90456398,90645485,189087
45224895,90449790,90638875,189085
45224617,90449234,90638311,189077
45224447,90448894,90637969,189075
45223849,90447698,90636770,189072
45221961,90443922,90632990,189068
45218809,90437618,90626683,189065
45218287,90436574,90625625,189051
45216639,90433278,90622327,189049
45212699,90425398,90614428,189030
45212539,90425078,90614105,189027
45210279,90420558,90609572,189014
45208763,90417526,90606539,189013
45207279,90414558,90603560,189002
45204649,90409298,90598300,189002
45202791,90405582,90594571,188989
45201519,90403038,90592018,188980
45199913,90399826,90588806,188980
45197083,90394166,90583126,188960
45194367,90388734,90577690,188956
45191583,90383166,90572114,188948
45190811,90381622,90570556,188934
45188543,90377086,90566012,188926
45187295,90374590,90563509,188919
45186495,90372990,90561905,188915
45183467,90366934,90555839,188905
45181659,90363318,90552220,188902
45178575,90357150,90546032,188882
45176299,90352598,90541471,188873
45175279,90350558,90539426,188868
45172031,90344062,90532930,188868
45171527,90343054,90531913,188859
45171015,90342030,90530882,188852
45169135,90338270,90527114,188844
45169067,90338134,90526976,188842
45164955,90329910,90518740,188830
45163803,90327606,90516425,188819
45162153,90324306,90513119,188813
45158509,90317018,90505826,188808
45157447,90314894,90503692,188798
45155489,90310978,90499768,188790
45153519,90307038,90495818,188780
45152667,90305334,90494111,188777
45149961,90299922,90488698,188776
45148371,90296742,90485518,188776
45147855,90295710,90484462,188752
45146779,90293558,90482308,188750
45145855,90291710,90480454,188744
45143655,90287310,90476050,188740
45141151,90282302,90471026,188724
45140927,90281854,90470575,188721
45136893,90273786,90462496,188710
45131255,90262510,90451217,188707
45130219,90260438,90449117,188679
45129563,90259126,90447803,188677
45126111,90252222,90440882,188660
45120889,90241778,90430420,188642
45117865,90235730,90424370,188640
45116061,90232122,90420751,188629
45115843,90231686,90420311,188625
45113087,90226174,90414782,188608
45111407,90222814,90411416,188602
45110555,90221110,90409709,188599
45105465,90210930,90399527,188597
45105295,90210590,90399185,188595
45104363,90208726,90397312,188586
45104319,90208638,90397214,188576
45103807,90207614,90396188,188574
45102875,90205750,90394313,188563
45098223,90196446,90384995,188549
45097799,90195598,90384146,188548
45096703,90193406,90381943,188537
45092833,90185666,90374201,188535
45092407,90184814,90373342,188528
45089639,90179278,90367787,188509
45089471,90178942,90367451,188509
45088425,90176850,90365354,188504
45084921,90169842,90358343,188501
45083593,90167186,90355684,188498
45083303,90166606,90355090,188484
45079807,90159614,90348082,188468
45079679,90159358,90347825,188467
45078269,90156538,90345004,188466
45075391,90150782,90339232,188450
45074791,90149582,90338030,188448
45073179,90146358,90334802,188444
45071443,90142886,90331324,188438
45071231,90142462,90330893,188431
45066687,90133374,90321797,188423
45065243,90130486,90318892,188406
45064703,90129406,90317810,188404
45062351,90124702,90313100,188398
45061611,90123222,90311618,188396
45060961,90121922,90310318,188396
45060265,90120530,90308914,188384
45057307,90114614,90302987,188373
45055227,90110454,90298822,188368
45054235,90108470,90296831,188361
45052087,90104174,90292534,188360
45051839,90103678,90292036,188358
45051599,90103198,90291551,188353
45049927,90099854,90288203,188349
45049323,90098646,90286991,188345
45048863,90097726,90286064,188338
45046559,90093118,90281449,188331
45045055,90090110,90278440,188330
45041179,90082358,90270670,188312
45040979,90081958,90270268,188310
45040505,90081010,90269318,188308
45039311,90078622,90266927,188305
45038535,90077070,90265373,188303
45036699,90073398,90261697,188299
45035933,90071866,90260155,188289
45035771,90071542,90259829,188287
45034111,90068222,90256501,188279
45032167,90064334,90252610,188276
45026555,90053110,90241370,188260
45026331,90052662,90240910,188248
45024927,90049854,90238102,188248
45024875,90049750,90237998,188248
45024039,90048078,90236320,188242
45022311,90044622,90232856,188234
45020955,90041910,90230134,188224
45019273,90038546,90226762,188216
45017919,90035838,90224045,188207
45013213,90026426,90214631,188205
45012705,90025410,90213614,188204
45012383,90024766,90212953,188187
45010715,90021430,90209609,188179
45008111,90016222,90204394,188172
45006057,90012114,90200284,188170
45001583,90003166,90191333,188167
45001379,90002758,90190912,188154
45000979,90001958,90190102,188144
45000127,90000254,90188390,188136
44999407,89998814,90186947,188133
44998655,89997310,90185437,188127
44997787,89995574,90183701,188127
44995451,89990902,90179027,188125
44992253,89984506,90172628,188122
44991101,89982202,90170309,188107
44990121,89980242,90168340,188098
44989097,89978194,90166286,188092
44985555,89971110,90159193,188083
44983143,89966286,90154361,188075
44983015,89966030,90154096,188066
44982439,89964878,90152944,188066
44980255,89960510,90148571,188061
44977831,89955662,90143711,188049
44977129,89954258,90142307,188049
44976765,89953530,90141574,188044
44976199,89952398,90140440,188042
44974505,89949010,90137038,188028
44972929,89945858,90133886,188028
44971499,89942998,90131020,188022
44969191,89938382,90126391,188009
44967403,89934806,90122807,188001
44965769,89931538,90119537,187999
44964255,89928510,90116507,187997
44963887,89927774,90115757,187983
44962751,89925502,90113480,187978
44960975,89921950,90109928,187978
44959183,89918366,90106337,187971
44959167,89918334,90106303,187969
44957767,89915534,90103493,187959
44956263,89912526,90100480,187954
44954623,89909246,90097190,187944
44952315,89904630,90092573,187943
44951759,89903518,90091453,187935
44949019,89898038,90085961,187923
44948175,89896350,90084269,187919
44945825,89891650,90079564,187914
44945727,89891454,90079366,187912
44944487,89888974,90076877,187903
44943713,89887426,90075329,187903
44942827,89885654,90073549,187895
44941647,89883294,90071189,187895
44940967,89881934,90069824,187890
44937451,89874902,90062786,187884
44934633,89869266,90057128,187862
44933959,89867918,90055778,187860
44933287,89866574,90054427,187853
44929149,89858298,90046151,187853
44928865,89857730,90045574,187844
44927543,89855086,90042917,187831
44923163,89846326,90034139,187813
44920575,89841150,90028960,187810
44919623,89839246,90027047,187801
44919465,89838930,90026731,187801
44919351,89838702,90026500,187798
44917055,89834110,90021899,187789
44916431,89832862,90020645,187783
44913903,89827806,90015587,187781
44912295,89824590,90012370,187780
44911575,89823150,90010924,187774
44911035,89822070,90009844,187774
44910767,89821534,90009304,187770
44909851,89819702,90007463,187761
44908955,89817910,90005665,187755
44906747,89813494,90001246,187752
44906249,89812498,90000247,187749
44902043,89804086,89991812,187726
44900575,89801150,89988874,187724
44899311,89798622,89986343,187721
44899119,89798238,89985958,187720
44898177,89796354,89984074,187720
44897591,89795182,89982893,187711
44896751,89793502,89981206,187704
44895543,89791086,89978789,187703
44895335,89790670,89978365,187695
44892335,89784670,89972363,187693
44892007,89784014,89971702,187688
44891263,89782526,89970208,187682
44887721,89775442,89963116,187674
44887303,89774606,89962276,187670
44886719,89773438,89961101,187663
44884927,89769854,89957510,187656
44883111,89766222,89953868,187646
44882599,89765198,89952842,187644
44880575,89761150,89948783,187633
44872605,89745210,89932823,187613
44871593,89743186,89930782,187596
44871451,89742902,89930498,187596
44870143,89740286,89927879,187593
44869279,89738558,89926150,187592
44866687,89733374,89920957,187583
44865791,89731582,89919155,187573
44863915,89727830,89915401,187571
44860903,89721806,89909359,187553
44859371,89718742,89906291,187549
44859049,89718098,89905646,187548
44858985,89717970,89905517,187547
44858607,89717214,89904757,187543
44852691,89705382,89892916,187534
44851273,89702546,89890067,187521
44850895,89701790,89889301,187511
44849007,89698014,89885524,187510
44848295,89696590,89884093,187503
44847823,89695646,89883146,187500
44846647,89693294,89880787,187493
44846319,89692638,89880130,187492
44842889,89685778,89873261,187483
44842151,89684302,89871781,187479
44840399,89680798,89868266,187468
44838171,89676342,89863810,187468
44837607,89675214,89862671,187457
44834271,89668542,89855990,187448
44832747,89665494,89852933,187439
44832361,89664722,89852161,187439
44826727,89653454,89840866,187412
44824815,89649630,89837039,187409
44823199,89646398,89833805,187407
44823145,89646290,89833696,187406
44822063,89644126,89831515,187389
44817663,89635326,89822699,187373
44816431,89632862,89820232,187370
44812927,89625854,89813212,187358
44811359,89622718,89810068,187350
44810991,89621982,89809331,187349
44809783,89619566,89806913,187347
44807743,89615486,89802827,187341
44807721,89615442,89802776,187334
44805223,89610446,89797768,187322
44803049,89606098,89793413,187315
44802791,89605582,89792894,187312
44801471,89602942,89790245,187303
44801023,89602046,89789347,187301
44799391,89598782,89786081,187299
44797495,89594990,89782280,187290
44793179,89586358,89773648,187290
44791695,89583390,89770660,187270
44791009,89582018,89769286,187268
44790011,89580022,89767282,187260
44789103,89578206,89765462,187256
44783499,89566998,89754230,187232
44781855,89563710,89750942,187232
44780699,89561398,89748616,187218
44779135,89558270,89745488,187218
44778367,89556734,89743949,187215
44777755,89555510,89742716,187206
44775751,89551502,89738704,187202
44774271,89548542,89735735,187193
44771839,89543678,89730868,187190
44770943,89541886,89729062,187176
44768233,89536466,89723632,187166
44765635,89531270,89718430,187160
44763105,89526210,89713357,187147
44761769,89523538,89710679,187141
44759265,89518530,89705662,187132
44757129,89514258,89701384,187126
44756991,89513982,89701100,187118
44755583,89511166,89698277,187111
44751529,89503058,89690164,187106
44751055,89502110,89689208,187098
44750531,89501062,89688160,187098
44749545,89499090,89686183,187093
44749083,89498166,89685254,187088
44747391,89494782,89681866,187084
44745709,89491418,89678501,187083
44745307,89490614,89677696,187082
